cntr,ra,dec,sigra,sigdec,sigradec,wx,wy,coadd_id,src,rchi2,xsc_prox,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,rho12,rho23,rho34,q12,q23,q34,blend_ext_flags,w1mpro,w1sigmpro,w1snr,w1rchi2,w1sat,w1nm,w1m,w1cov,w1frtr,w1flux,w1sigflux,w1sky,w1sigsky,w1conf,w1mag,w1sigmag,w1mcor,w1magp,w1sigp1,w1sigp2,w1dmag,w1mjdmin,w1mjdmax,w1mjdmean,w1rsemi,w1ba,w1pa,w1gmag,w1siggmag,w1flg,w1gflg,ph_qual_det1,w1ndf,w1mlq,w1cc_map,var_flg1,moon_lev1,satnum1,w2mpro,w2sigmpro,w2snr,w2rchi2,w2sat,w2nm,w2m,w2cov,w2frtr,w2flux,w2sigflux,w2sky,w2sigsky,w2conf,w2mag,w2sigmag,w2mcor,w2magp,w2sigp1,w2sigp2,w2dmag,w2mjdmin,w2mjdmax,w2mjdmean,w2rsemi,w2ba,w2pa,w2gmag,w2siggmag,w2flg,w2gflg,ph_qual_det2,w2ndf,w2mlq,w2cc_map,var_flg2,moon_lev2,satnum2,w3mpro,w3sigmpro,w3snr,w3rchi2,w3sat,w3nm,w3m,w3cov,w3frtr,w3flux,w3sigflux,w3sky,w3sigsky,w3conf,w3mag,w3sigmag,w3mcor,w3magp,w3sigp1,w3sigp2,w3dmag,w3mjdmin,w3mjdmax,w3mjdmean,w3rsemi,w3ba,w3pa,w3gmag,w3siggmag,w3flg,w3gflg,ph_qual_det3,w3ndf,w3mlq,w3cc_map,var_flg3,moon_lev3,satnum3,w4mpro,w4sigmpro,w4snr,w4rchi2,w4sat,w4nm,w4m,w4cov,w4frtr,w4flux,w4sigflux,w4sky,w4sigsky,w4conf,w4mag,w4sigmag,w4mcor,w4magp,w4sigp1,w4sigp2,w4dmag,w4mjdmin,w4mjdmax,w4mjdmean,w4rsemi,w4ba,w4pa,w4gmag,w4siggmag,w4flg,w4gflg,ph_qual_det4,w4ndf,w4mlq,w4cc_map,var_flg4,moon_lev4,satnum4,w1mag_1,w1sigmag_1,w1flg_1,w1mag_2,w1sigmag_2,w1flg_2,w1mag_3,w1sigmag_3,w1flg_3,w1mag_4,w1sigmag_4,w1flg_4,w1mag_5,w1sigmag_5,w1flg_5,w1mag_6,w1sigmag_6,w1flg_6,w1mag_7,w1sigmag_7,w1flg_7,w1mag_8,w1sigmag_8,w1flg_8,w2mag_1,w2sigmag_1,w2flg_1,w2mag_2,w2sigmag_2,w2flg_2,w2mag_3,w2sigmag_3,w2flg_3,w2mag_4,w2sigmag_4,w2flg_4,w2mag_5,w2sigmag_5,w2flg_5,w2mag_6,w2sigmag_6,w2flg_6,w2mag_7,w2sigmag_7,w2flg_7,w2mag_8,w2sigmag_8,w2flg_8,w3mag_1,w3sigmag_1,w3flg_1,w3mag_2,w3sigmag_2,w3flg_2,w3mag_3,w3sigmag_3,w3flg_3,w3mag_4,w3sigmag_4,w3flg_4,w3mag_5,w3sigmag_5,w3flg_5,w3mag_6,w3sigmag_6,w3flg_6,w3mag_7,w3sigmag_7,w3flg_7,w3mag_8,w3sigmag_8,w3flg_8,w4mag_1,w4sigmag_1,w4flg_1,w4mag_2,w4sigmag_2,w4flg_2,w4mag_3,w4sigmag_3,w4flg_3,w4mag_4,w4sigmag_4,w4flg_4,w4mag_5,w4sigmag_5,w4flg_5,w4mag_6,w4sigmag_6,w4flg_6,w4mag_7,w4sigmag_7,w4flg_7,w4mag_8,w4sigmag_8,w4flg_8,glat,glon,rjce
3101241000148,0.5769197,-3.5001728,0.2726,0.2729,-0.0666,540.372,813.718,0000m031_ab41,148,0.9456,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-7,-28,77,0,0,2,1,15.462,0.051,21.2,0.8879,0,12,12,11.917,0,103.6,4.8877,17.897,2.878,0,15.377,0.099,0.261,15.467,0.199,0.058,0.608,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,1,0,129,11,1,0,0,0,0,15.298,0.128,8.5,0.8074,0,3,12,11.844,0,47.969,5.6768,44.249,3.884,0,15.19,0.177,0.319,15.298,0.36,0.104,1.417,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,1,0,2,11,0,0,16,0,0,10.811,0.105,10.3,1.089,0,7,12,11.958,0,751.19,72.924,3312.703,28.742,0.674,11.148,0.271,0.825,10.774,0.508,0.147,3.058,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,0,0,1,11,2,0,2,0,0,8.491,0.336,3.2,1.016,0,0,12,11.931,0,63.629,19.669,1115.091,10.676,1.989,8.311,9999,0.576,8.267,1.086,0.314,3.102,55367.09740833,55368.08962297,55367.62107358,9999,9999,9999,9999,9999,32,0,2,9,0,0,16,0,0,16.05,0.104,0,15.638,0.099,1,15.487,0.099,1,15.403,0.099,1,15.301,0.099,1,15.177,0.099,1,15.031,0.099,1,14.855,0.099,1,15.958,0.193,0,15.509,0.177,1,15.326,0.177,1,15.204,0.177,1,15.048,0.177,1,14.846,0.177,1,14.603,0.177,1,14.369,0.177,1,12.53,0.324,0,11.973,0.271,0,11.715,0.271,1,11.629,0.271,1,11.604,0.271,1,11.618,0.271,1,10.941,0.271,32,10.943,0.271,32,9.249,9999,32,8.887,9999,32,8.543,9999,32,8.248,9999,32,7.987,9999,32,7.752,9999,32,7.536,9999,32,7.337,9999,32,-63.6156091946054,94.3891882425685,-13747.64
3101241000149,0.6387722,-3.6255858,0.3063,0.3062,-0.0877,378.968,485.289,0000m031_ab41,149,0.9087,9999,1319888146,0.544,-106.6,1,16.479,0.115,15.949,0.163,15.609,0.225,-16,14,-25,0,0,0,1,15.494,0.054,20,0.8931,0,11,11,10.925,0,100.53,5.0306,17.891,3,0.07,15.372,0.078,0.261,15.448,0.127,0.038,0.766,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,0,0,129,10,1,0,0,0,0,15.217,0.127,8.5,0.9734,0,5,11,10.786,0,51.67,6.0593,44.149,4.047,0.033,14.907,0.177,0.319,15.223,0.337,0.102,1.12,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,0,0,2,10,0,0,0,0,0,12.491,9999,0,0.8345,0,0,11,10.957,0,3.0087,78.368,3310.206,31.1,3.106,11.879,9999,0.825,14.734,9999,9999,3.405,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.434,9999,1.3,0.9581,0,0,11,10.867,0,25.97,20.526,1112.117,10.898,1.627,8.136,9999,0.576,8.993,1.746,0.526,3.148,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,16.055,0.083,0,15.633,0.078,0,15.421,0.078,1,15.246,0.078,1,15.045,0.078,1,14.84,0.078,1,14.684,0.078,1,14.582,0.078,1,15.824,0.22,0,15.226,0.177,0,14.904,0.177,1,14.701,0.177,1,14.525,0.177,1,14.366,0.177,1,14.232,0.177,1,14.112,0.177,1,13.132,9999,32,12.704,9999,32,12.328,9999,32,11.992,9999,32,11.739,9999,32,11.531,9999,32,11.371,9999,32,11.249,9999,32,10.439,9999,32,8.712,9999,32,8.366,9999,32,8.073,9999,32,7.813,9999,32,7.577,9999,32,7.361,9999,32,7.163,9999,32,-63.7553715578406,94.3946468638127,-0.4959852
3101241000150,0.6247251,-3.5635746,0.2747,0.2771,-0.083,415.56,647.659,0000m031_ab41,150,0.9976,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-49,7,77,1,0,1,1,15.361,0.051,21.3,0.9511,0,11,11,10.798,0,113.68,5.3274,17.879,2.902,0,15.361,0.091,0.261,15.361,0.08,0.024,0.652,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,1,0,129,10,0,0,1,0,0,15.036,0.112,9.7,0.9057,0,7,11,10.842,0,61.065,6.3109,44.138,4.054,0.205,15.036,0.171,0.319,15.036,0.377,0.114,1.388,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,1,0,2,10,0,0,1,0,0,12.501,0.506,2.1,1.027,0,0,11,10.926,0,158.29,73.809,3309.773,29.994,1.305,11.625,9999,0.825,12.786,1.395,0.421,1.639,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,4,7,0,0,16,0,0,8.88,0.489,2.2,1.13,0,2,11,10.983,0,44.465,20.038,1111.813,10.638,1.478,7.969,9999,0.576,8.552,1.938,0.584,3.452,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,4,5,1,0,16,0,0,15.976,0.092,1,15.622,0.091,1,15.514,0.091,1,15.489,0.091,1,15.498,0.091,1,15.556,0.091,1,15.63,0.091,1,15.624,0.091,1,15.767,0.183,1,15.355,0.171,1,15.213,0.171,1,15.187,0.171,1,15.218,0.171,1,15.271,0.171,1,15.281,0.171,1,15.182,0.171,1,12.919,9999,32,12.45,9999,32,12.105,9999,32,11.818,9999,32,11.592,9999,32,11.4,9999,32,11.952,9999,1,11.751,9999,1,8.986,9999,32,8.545,9999,32,8.299,9999,32,8.073,9999,32,7.814,9999,32,7.579,9999,32,7.364,9999,32,7.165,9999,32,-63.6932932201074,94.4256377949299,-13747.85
3101241000152,0.4833364,-3.5654569,0.3029,0.3027,-0.0703,785.01,642.917,0000m031_ab41,152,0.9274,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,40,21,18,1,0,0,1,15.416,0.054,20.2,0.9194,0,11,11,11.801,0,108.04,5.3606,17.91,3.006,0.069,15.326,0.089,0.261,15.423,0.21,0.063,0.738,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,129,10,1,0,1,0,0,15.214,0.127,8.6,0.887,0,3,11,11.841,0,51.829,6.051,44.189,4.042,0,15.248,0.258,0.319,15.234,0.306,0.092,1.274,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,0,0,2,10,0,0,16,0,0,12.452,0.496,2.2,0.9409,0,1,11,11.721,0,165.69,75.667,3310.851,29.931,2.264,11.841,9999,0.825,12.202,1.801,0.543,2.476,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,4,7,1,0,16,0,0,8.696,0.393,2.8,0.9847,0,0,11,11.725,0,52.659,19.052,1112.359,10.562,0.85,8.225,9999,0.576,8.71,1.289,0.389,1.996,55366.96510454,55367.95731917,55367.47624925,9999,9999,9999,9999,9999,32,0,4,7,0,0,16,0,0,15.989,0.095,0,15.587,0.089,0,15.423,0.089,1,15.332,0.089,1,15.241,0.089,1,15.142,0.089,1,15.083,0.089,1,15.088,0.089,1,15.992,0.277,0,15.567,0.258,0,15.432,0.258,1,15.42,0.258,1,15.484,0.258,1,14.768,0.258,32,14.712,0.258,32,14.664,0.258,32,13,9999,32,12.666,9999,32,12.506,9999,32,12.414,9999,32,12.207,9999,32,12.026,9999,32,12.108,9999,32,11.595,9999,32,10.244,9999,32,8.801,9999,32,8.453,9999,32,8.161,9999,32,7.899,9999,32,7.662,9999,32,7.447,9999,32,7.247,9999,32,-63.634661059435,94.1362742436458,-13747.56
3101241000153,0.6387327,-3.6638854,0.3425,0.3414,-0.0851,379.141,385.019,0000m031_ab41,153,0.9968,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-3,-83,-62,0,1,0,1,15.626,0.06,18.2,1.005,0,11,11,10.834,0,89.068,4.8826,17.945,2.931,0.061,15.244,0.073,0.261,15.665,0.096,0.029,0.51,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,0,0,129,10,0,0,0,0,0,15.405,0.15,7.2,0.8584,0,3,11,10.895,0,43.438,6.0045,44.099,3.921,0,15.442,0.313,0.319,15.422,0.578,0.174,2.197,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,0,0,2,10,1,0,16,0,0,12.245,9999,0.6,1.093,0,0,11,10.933,0,44.535,77.988,3309.708,32.007,2.545,11.799,9999,0.825,13.52,4.623,1.394,1.795,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.349,9999,1.2,1.054,0,0,11,10.841,0,27.299,22.598,1112.36,11.515,3.195,7.985,9999,0.576,8.872,1.971,0.594,4.58,55367.09740833,55368.08962297,55367.60855302,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,16.045,0.088,0,15.505,0.073,0,15.201,0.073,1,14.961,0.073,1,14.717,0.073,1,14.464,0.073,1,14.228,0.073,1,14.005,0.073,1,16.184,0.332,0,15.761,0.313,0,15.557,0.313,1,15.275,0.313,1,14.938,0.313,1,14.62,0.313,1,14.339,0.313,1,14.079,0.313,1,12.981,9999,32,12.624,9999,32,12.453,9999,32,12.333,9999,32,14.842,9999,32,12.029,9999,32,11.671,9999,32,11.401,9999,32,8.995,9999,32,8.561,9999,32,8.218,9999,32,7.927,9999,32,7.666,9999,32,7.431,9999,32,7.216,9999,32,7.017,9999,32,-63.7900001332125,94.3576223289113,-13747.29
3101241000154,0.4904178,-3.7590407,0.3057,0.3044,-0.0935,766.781,136.103,0000m031_ab41,154,0.8787,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,19,92,98,0,0,0,1,15.511,0.055,19.7,0.9043,0,12,12,11.803,0,99.031,5.0339,17.845,3.052,0,15.322,0.077,0.261,15.515,0.139,0.04,0.487,55366.96510454,55367.95731917,55367.43365385,9999,9999,9999,9999,9999,1,0,129,11,0,0,0,0,0,15.372,0.139,7.8,0.9096,0,3,12,11.856,0,44.799,5.7463,44.184,4.066,0.106,15.652,0.378,0.319,15.258,0.329,0.095,0.96,55366.96510454,55367.95731917,55367.43365385,9999,9999,9999,9999,9999,1,0,2,10,0,0,16,0,0,12.368,9999,-1.3,0.718,0,0,12,11.913,0,-115.92,89.525,3310.154,34.076,9.18,11.375,9999,0.825,9999,9999,9999,3.449,55366.96510454,55367.95731917,55367.43365385,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,8.866,9999,-1.9,1.006,0,0,12,12.174,0,-42.828,22.528,1110.262,11.998,3.836,8.491,9999,0.576,9999,9999,9999,3.073,55366.96510454,55367.95731917,55367.43365385,9999,9999,9999,9999,9999,32,0,16,2,0,0,16,0,0,16.048,0.085,1,15.583,0.077,1,15.317,0.077,1,15.084,0.077,1,14.83,0.077,1,14.567,0.077,1,14.298,0.077,1,14.025,0.077,1,16.274,0.356,1,15.971,0.378,1,15.971,0.378,1,15.205,0.378,32,15.077,0.378,32,14.819,0.378,32,15.104,0.378,1,14.587,0.378,1,12.669,9999,32,12.2,9999,32,11.901,9999,32,11.699,9999,32,11.537,9999,32,11.378,9999,32,11.194,9999,32,11.016,9999,32,9.49,9999,32,9.067,9999,32,8.735,9999,32,8.453,9999,32,8.205,9999,32,7.979,9999,32,7.773,9999,32,7.581,9999,32,-63.8124086257373,93.9623190245241,-13747
1601241000438,0.6070013,-2.1612908,0.6823,0.6958,-0.1996,459.906,354.287,0000m016_ab41,438,0.9797,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-45,-10,-43,1,0,0,1,16.58,0.12,9.1,0.9715,0,4,11,11.967,0,36.995,4.0802,18.052,3.027,0.06,16.216,0.218,0.261,16.612,0.497,0.15,2.263,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,0,0,130,10,1,0,1,0,0,15.974,0.243,4.5,0.9299,0,1,11,11.814,0,25.738,5.7662,44.477,3.855,0,15.802,0.359,0.319,15.976,0.941,0.284,1.638,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,0,0,2,8,0,0,16,0,0,12.213,9999,0.8,0.9724,0,0,11,11.949,0,59.978,73.273,3325.108,29.736,0,12.182,9999,0.825,13.565,5.261,1.586,2.25,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,8.555,9999,1.1,1.069,0,0,11,11.832,0,21.566,19.219,1127.094,11.429,0.653,8.116,9999,0.576,9.138,2.111,0.636,2.546,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,16.978,0.249,0,16.477,0.218,0,16.261,0.218,0,16.192,0.218,0,16.176,0.218,1,16.101,0.218,1,15.883,0.218,1,15.585,0.218,1,16.671,0.43,0,16.121,0.359,0,15.912,0.359,0,15.874,0.359,0,15.848,0.359,1,14.943,0.359,32,15.465,0.359,1,15.143,0.359,1,13.36,9999,32,13.007,9999,32,12.663,9999,32,12.336,9999,32,12.019,9999,32,11.696,9999,32,11.415,9999,32,11.216,9999,32,9.208,9999,32,8.692,9999,32,8.261,9999,32,7.912,9999,32,7.627,9999,32,7.418,9999,32,7.233,9999,32,7.07,9999,32,-62.4111175110935,95.6795913650011,-13746.79
1601241000440,0.5446971,-2.1222752,0.7605,0.8006,-0.2301,622.87,456.472,0000m016_ab41,440,0.8707,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,77,-63,0,2,1,0,1,16.82,0.149,7.3,0.8089,0,3,11,10.967,0,29.636,4.0662,18.001,2.954,0,16.339,0.241,0.261,16.855,0.615,0.185,1.902,55367.62636863,55368.61858328,55368.10140744,9999,9999,9999,9999,9999,1,0,130,9,0,0,16,0,0,15.73,0.203,5.3,0.771,0,2,11,10.769,0,32.217,6.0377,44.369,3.977,0.102,15.292,0.254,0.319,15.682,0.735,0.222,2.27,55367.62636863,55368.61858328,55368.10140744,9999,9999,9999,9999,9999,1,0,2,9,0,0,16,0,0,12.09,9999,1.2,0.9828,0,0,11,10.988,0,88.07,71.524,3321.863,29.797,0,11.739,9999,0.825,13.106,3.533,1.065,5.04,55367.62636863,55368.61858328,55368.10140744,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,9.055,9999,-1.1,0.9345,0,0,11,10.964,0,-21.469,18.923,1124.033,11.341,0.053,8.169,9999,0.576,9999,9999,9999,0.744,55367.62636863,55368.61858328,55368.10140744,9999,9999,9999,9999,9999,32,0,16,1,0,0,16,0,0,17.198,0.3,1,16.6,0.241,1,16.075,0.241,1,15.501,0.241,1,14.962,0.241,1,14.576,0.241,1,14.355,0.241,1,14.225,0.241,1,16.237,0.323,1,15.611,0.254,1,15.158,0.254,1,14.758,0.254,1,14.42,0.254,1,14.178,0.254,1,14.039,0.254,1,13.959,0.254,1,13.032,9999,32,12.564,9999,32,12.202,9999,32,11.874,9999,32,11.592,9999,32,11.374,9999,32,11.22,9999,32,11.101,9999,32,9.181,9999,32,8.745,9999,32,8.403,9999,32,8.108,9999,32,7.849,9999,32,7.614,9999,32,7.398,9999,32,7.138,9999,32,-62.35007553155,95.5913770141707,-13747.5
1601241000441,0.6017219,-2.1775722,0.7053,0.7341,-0.1854,473.733,311.666,0000m016_ab41,441,0.8887,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-49,32,50,1,0,1,1,16.74,0.136,8,0.8244,0,3,12,11.864,0,31.906,4.0114,18.092,3.059,0,16.966,0.452,0.261,16.75,0.35,0.101,1.165,55367.62636863,55368.61858328,55368.15554135,9999,9999,9999,9999,9999,0,0,130,11,0,0,16,0,0,15.788,0.202,5.4,0.9312,0,3,12,11.838,0,30.532,5.6666,44.482,3.958,0.166,15.451,9999,0.319,15.776,0.837,0.242,4.039,55367.62636863,55368.61858328,55368.15554135,9999,9999,9999,9999,9999,32,0,2,10,1,0,16,0,0,12.19,0.362,3,0.8443,0,0,12,11.935,0,210.77,70.185,3326.448,29.119,0,11.535,9999,0.825,12.214,1.136,0.328,4.277,55367.62636863,55368.61858328,55368.15554135,9999,9999,9999,9999,9999,32,0,4,9,0,0,16,0,0,8.579,9999,1.2,0.9761,0,0,12,11.922,0,22.444,18.115,1127.172,11.06,0.585,8.201,9999,0.576,9.118,1.8,0.52,3.14,55367.62636863,55368.61858328,55368.15554135,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,17.365,0.368,0,17.227,0.452,0,16.532,0.452,32,16.473,0.452,32,16.335,0.452,32,16.033,0.452,32,16.233,0.452,1,15.494,0.452,1,16.724,0.48,0,15.77,9999,32,15.649,9999,32,15.441,9999,32,15.154,9999,32,14.877,9999,32,15.256,9999,1,14.827,9999,1,12.838,9999,32,12.36,9999,32,12.037,9999,32,11.802,9999,32,11.59,9999,32,12.133,9999,1,11.908,9999,1,11.725,9999,1,9.256,9999,32,8.777,9999,32,8.421,9999,32,8.144,9999,32,7.911,9999,32,7.719,9999,32,7.525,9999,32,7.309,9999,32,-62.4238297513845,95.6548425634221,-13747.28
1601241000442,0.5828809,-2.0316141,0.7108,0.7423,-0.2106,522.888,693.803,0000m016_ab41,442,0.9015,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,15,34,5,0,0,0,1,16.74,0.131,8.3,0.867,0,2,12,11.873,0,31.917,3.8472,17.989,2.935,0,16.3,0.185,0.261,16.748,0.419,0.121,1.556,55367.62636863,55368.75088708,55368.1720528,9999,9999,9999,9999,9999,1,0,130,11,0,0,16,0,0,15.891,0.22,4.9,0.8289,0,1,12,11.825,0,27.766,5.6283,44.357,3.942,0,15.797,0.31,0.319,15.833,0.735,0.212,2.166,55367.62636863,55368.75088708,55368.1720528,9999,9999,9999,9999,9999,1,0,2,10,0,0,16,0,0,12.318,9999,0.7,0.856,0,0,12,11.728,0,49.17,69.114,3324.578,30.129,0,11.795,9999,0.825,13.766,3.818,1.102,1.973,55367.62636863,55368.75088708,55368.1720528,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,9.055,9999,-0.1,1.073,0,0,12,12.504,0,-2.5941,18.925,1125.521,11.533,0.363,8.113,9999,0.576,10.992,9999,9999,2.644,55367.62636863,55368.75088708,55368.1720528,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,17.122,0.222,1,16.561,0.185,1,16.232,0.185,1,16.01,0.185,1,15.844,0.185,1,15.686,0.185,1,15.487,0.185,1,15.25,0.185,1,16.57,0.335,1,16.116,0.31,1,15.889,0.31,1,15.765,0.31,1,15.778,0.31,1,15.107,0.31,32,15.042,0.31,32,14.887,0.31,32,13.087,9999,32,12.62,9999,32,12.222,9999,32,11.876,9999,32,11.582,9999,32,12.1,9999,1,11.941,9999,1,11.781,9999,1,9.189,9999,32,8.689,9999,32,8.291,9999,32,7.987,9999,32,7.75,9999,32,7.505,9999,32,7.274,9999,32,7.094,9999,32,-62.2828683663761,95.745975621134,-13746.8
1601241000443,0.6822176,-2.1867454,0.727,0.7574,-0.1915,263.157,287.592,0000m016_ab41,443,0.9125,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,47,-30,-84,1,0,0,1,16.605,0.124,8.7,0.8112,0,3,11,11.923,0,36.129,4.1359,17.966,2.912,0,16.125,0.127,0.261,16.621,0.403,0.122,2.35,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,1,0,130,10,0,0,16,0,0,16.517,0.401,2.7,0.9135,0,0,11,11.772,0,15.606,5.7588,44.412,4.062,0,15.386,9999,0.319,16.439,1.529,0.461,2.361,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,32,0,4,7,0,0,16,0,0,12.503,9999,0.2,0.9795,0,0,11,11.93,0,14.241,71.903,3327.981,30.845,0,12.176,9999,0.825,15.012,9999,9999,1.172,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,32,0,16,4,0,0,16,0,0,8.77,9999,0.7,0.9703,0,0,11,11.811,0,12.982,18.119,1126.859,10.607,0,8.461,9999,0.576,11.096,4.263,1.285,3.306,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,16.977,0.157,1,16.386,0.127,1,15.892,0.127,1,15.463,0.127,1,15.188,0.127,1,15.024,0.127,1,14.906,0.127,1,14.825,0.127,1,16.158,9999,32,15.705,9999,32,15.315,9999,32,15.685,9999,1,15.557,9999,1,14.81,9999,32,14.817,9999,32,14.814,9999,32,13.364,9999,32,13.001,9999,32,12.638,9999,32,12.216,9999,32,11.835,9999,32,11.578,9999,32,11.447,9999,32,11.414,9999,32,9.464,9999,32,9.037,9999,32,8.702,9999,32,8.418,9999,32,8.168,9999,32,7.942,9999,32,7.735,9999,32,7.545,9999,32,-62.4649565516147,95.8055839789013,-13747.37
1601241000445,0.6788251,-2.2672653,0.6595,0.6634,-0.181,272.125,76.795,0000m016_ab41,445,0.9858,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,-31,72,24,0,1,0,1,16.474,0.11,9.9,1.03,0,3,11,10.88,0,40.768,4.1226,18.059,2.831,0,16.212,0.258,0.261,16.507,0.496,0.15,1.928,55367.62636863,55368.75088708,55368.19765151,9999,9999,9999,9999,9999,1,0,130,10,1,0,16,0,0,16.202,0.301,3.6,0.9947,0,0,11,10.788,0,20.852,5.7887,44.373,3.968,0,15.769,0.354,0.319,16.318,1.165,0.351,3.193,55367.62636863,55368.75088708,55368.19765151,9999,9999,9999,9999,9999,1,0,2,8,0,0,16,0,0,11.971,9999,1.5,0.9091,0,0,11,10.949,0,111.56,73.179,3325.394,30.916,0.618,11.584,9999,0.825,12.883,2.771,0.835,2.586,55367.62636863,55368.75088708,55368.19765151,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,8.717,9999,0.6,1.032,0,0,11,10.795,0,12.426,19.611,1126.526,11.229,1.044,8.103,9999,0.576,11.261,9999,9999,2.951,55367.62636863,55368.75088708,55368.19765151,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,17.012,0.31,1,16.473,0.258,1,16.237,0.258,1,16.155,0.258,1,16.127,0.258,1,16.089,0.258,1,15.921,0.258,1,15.469,0.258,1,16.682,0.442,1,16.088,0.354,1,15.825,0.354,1,15.694,0.354,1,15.577,0.354,1,15.368,0.354,1,14.997,0.354,1,14.509,0.354,1,12.783,9999,32,12.409,9999,32,12.172,9999,32,11.957,9999,32,11.688,9999,32,11.351,9999,32,10.984,9999,32,11.258,9999,1,9.224,9999,32,8.679,9999,32,8.153,9999,32,7.675,9999,32,7.974,9999,1,7.647,9999,1,7.46,9999,1,7.322,9999,1,-62.5371403647841,95.7279644396005,-13746.84
